"","STATE","DATE","POPULATION","NEWCONFIRMED","CUMCONFIRMED","NEWDEATHS","CUMDEATHS","UID","CODE3","SQMI","EVENT_CATG_S","SCORE","SHORT_DESCRIPT","RESTRICTIONS","PHASED_REOPENING","COUNTYLEVEL","FACECOVER_RQD","STUSAB","LATITUDE","LONGITUDE","STATEFP","GNISID","NEWCD_NORM_500","NEWDEATHS_NORM500","REGION"
"16","ALABAMA",2020-02-06,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"17","ALABAMA",2020-02-07,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"18","ALABAMA",2020-02-08,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"19","ALABAMA",2020-02-09,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"20","ALABAMA",2020-02-10,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"21","ALABAMA",2020-02-11,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"22","ALABAMA",2020-02-12,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"23","ALABAMA",2020-02-13,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"24","ALABAMA",2020-02-14,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"25","ALABAMA",2020-02-15,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"26","ALABAMA",2020-02-16,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"27","ALABAMA",2020-02-17,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"28","ALABAMA",2020-02-18,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"29","ALABAMA",2020-02-19,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"30","ALABAMA",2020-02-20,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"31","ALABAMA",2020-02-21,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"32","ALABAMA",2020-02-22,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"33","ALABAMA",2020-02-23,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"34","ALABAMA",2020-02-24,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"35","ALABAMA",2020-02-25,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"36","ALABAMA",2020-02-26,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"37","ALABAMA",2020-02-27,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"38","ALABAMA",2020-02-28,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"39","ALABAMA",2020-02-29,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"40","ALABAMA",2020-03-01,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"41","ALABAMA",2020-03-02,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"42","ALABAMA",2020-03-03,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"43","ALABAMA",2020-03-04,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"44","ALABAMA",2020-03-05,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"45","ALABAMA",2020-03-06,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"46","ALABAMA",2020-03-07,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"47","ALABAMA",2020-03-08,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"48","ALABAMA",2020-03-09,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"49","ALABAMA",2020-03-10,4951876,0,0,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0,0,3
"50","ALABAMA",2020-03-11,4951876,3,3,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0.0302915501115133,0,3
"51","ALABAMA",2020-03-12,4951876,1,4,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0.0100971833705044,0,3
"52","ALABAMA",2020-03-13,4951876,4,8,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0.0403887334820177,0,3
"53","ALABAMA",2020-03-14,4951876,7,15,0,0,5796241491,57960,NA,NA,"0",NA,NA,NA,NA,NA,"AL",32.806671,-86.79113,1,1779775,0.070680283593531,0,3
